id_siswa,nama_siswa,rata_nilai,hadir,sakit,izin,alpha,skor_motivasi,skor_disiplin,status_risiko
556,Siswa 556,90,93,1,5,1,41,61,0
557,Siswa 557,89,84,5,6,5,84,72,0
558,Siswa 558,72,83,5,4,8,95,85,0
559,Siswa 559,61,84,6,0,10,55,82,1
560,Siswa 560,63,85,1,2,12,53,59,1
561,Siswa 561,42,94,1,4,1,77,42,1
562,Siswa 562,42,88,5,7,0,87,58,1
563,Siswa 563,41,79,0,7,14,53,73,1
564,Siswa 564,69,90,7,0,3,65,60,1
565,Siswa 565,59,81,8,2,9,80,76,1
566,Siswa 566,64,89,1,4,6,63,51,0
567,Siswa 567,77,85,3,3,9,76,68,0
568,Siswa 568,82,78,4,6,12,69,67,1
569,Siswa 569,86,76,8,5,11,73,45,1
570,Siswa 570,100,83,2,1,14,43,69,1
571,Siswa 571,56,75,8,8,9,87,58,1
572,Siswa 572,41,98,2,0,0,41,47,1
573,Siswa 573,44,96,0,0,4,65,89,1
574,Siswa 574,94,74,4,8,14,53,70,1
575,Siswa 575,43,83,7,1,9,94,65,1
576,Siswa 576,67,81,6,1,12,96,63,1
577,Siswa 577,57,85,3,6,6,90,54,1
578,Siswa 578,93,92,3,1,4,76,41,0
579,Siswa 579,73,89,4,6,1,62,80,0
580,Siswa 580,98,81,6,0,13,72,61,1
581,Siswa 581,95,72,7,8,13,67,41,1
582,Siswa 582,60,81,6,2,11,49,61,1
583,Siswa 583,50,81,5,5,9,91,62,1
584,Siswa 584,94,87,0,5,8,62,41,1
585,Siswa 585,79,80,5,5,10,53,57,1
586,Siswa 586,95,90,2,2,6,79,76,1
587,Siswa 587,79,83,6,3,8,44,92,1
588,Siswa 588,47,72,8,5,15,85,59,1
589,Siswa 589,59,81,5,1,13,99,53,1
590,Siswa 590,52,86,5,3,6,96,74,1
591,Siswa 591,93,85,0,8,7,43,84,1
592,Siswa 592,95,76,7,7,10,67,89,1
593,Siswa 593,74,83,8,2,7,50,59,1
594,Siswa 594,97,80,3,7,10,63,99,0
595,Siswa 595,70,87,7,5,1,56,58,1
596,Siswa 596,96,93,6,1,0,96,71,0
597,Siswa 597,45,95,2,2,1,84,54,0
598,Siswa 598,60,80,6,1,13,74,58,1
599,Siswa 599,78,94,0,5,1,98,86,0
600,Siswa 600,88,98,2,0,0,99,71,0
601,Siswa 601,96,80,4,6,10,81,51,1
602,Siswa 602,98,85,6,4,5,65,97,0
603,Siswa 603,54,99,0,0,1,90,78,1
604,Siswa 604,95,78,7,7,8,92,65,1
605,Siswa 605,92,83,3,8,6,75,68,0
606,Siswa 606,44,84,3,4,9,68,57,1
607,Siswa 607,85,82,5,0,13,79,90,1
608,Siswa 608,80,89,5,5,1,90,63,0
609,Siswa 609,97,89,6,3,2,61,84,0
610,Siswa 610,97,72,6,8,14,81,90,1
611,Siswa 611,85,87,0,7,6,86,87,0
612,Siswa 612,80,83,1,8,8,53,70,1
613,Siswa 613,43,85,8,6,1,55,43,1
614,Siswa 614,62,77,3,5,15,96,95,1
615,Siswa 615,84,77,8,8,7,43,97,1
616,Siswa 616,78,78,2,6,14,74,86,1
617,Siswa 617,66,76,7,8,9,40,72,0
618,Siswa 618,95,93,0,0,7,100,90,0
619,Siswa 619,98,76,5,4,15,45,97,1
620,Siswa 620,89,80,5,0,15,43,49,1
621,Siswa 621,62,80,4,2,14,94,77,1
622,Siswa 622,100,89,2,6,3,52,47,1
623,Siswa 623,40,87,1,1,11,100,84,1
624,Siswa 624,42,77,7,4,12,67,42,1
625,Siswa 625,68,90,6,4,0,81,71,0
626,Siswa 626,87,90,1,4,5,73,85,0
627,Siswa 627,64,76,6,7,11,83,74,1
628,Siswa 628,100,86,0,0,14,81,68,1
629,Siswa 629,42,86,2,1,11,98,92,1
630,Siswa 630,52,89,6,0,5,59,47,0
631,Siswa 631,61,82,0,8,10,44,55,1
632,Siswa 632,68,74,7,5,14,46,63,1
633,Siswa 633,57,90,2,1,7,52,44,1
634,Siswa 634,53,86,4,6,4,62,67,1
635,Siswa 635,84,79,5,4,12,71,45,1
636,Siswa 636,87,82,4,4,10,95,61,0
637,Siswa 637,46,82,8,2,8,100,58,1
638,Siswa 638,83,88,6,3,3,78,46,1
639,Siswa 639,72,83,4,4,9,49,40,1
640,Siswa 640,55,80,8,0,12,49,50,1
641,Siswa 641,90,94,1,1,4,84,85,1
642,Siswa 642,85,85,3,1,11,84,42,1
643,Siswa 643,91,73,5,7,15,67,76,1
644,Siswa 644,96,73,8,6,13,54,75,1
645,Siswa 645,48,93,4,3,0,75,87,0
646,Siswa 646,68,92,2,0,6,56,65,1
647,Siswa 647,82,89,3,7,1,80,77,0
648,Siswa 648,67,91,3,6,0,73,45,1
649,Siswa 649,86,91,7,2,0,48,85,0
650,Siswa 650,54,88,6,4,2,98,67,1
651,Siswa 651,56,76,8,6,10,60,57,1
652,Siswa 652,43,90,5,0,5,66,73,1
653,Siswa 653,76,86,8,3,3,83,49,0
654,Siswa 654,44,84,2,3,11,56,85,1
655,Siswa 655,59,95,3,0,2,54,79,1
656,Siswa 656,41,84,7,2,7,92,45,1
657,Siswa 657,70,85,4,6,5,93,90,0
658,Siswa 658,82,84,5,6,5,99,97,0
659,Siswa 659,87,90,5,1,4,47,79,0
660,Siswa 660,58,91,4,2,3,53,64,1
661,Siswa 661,72,87,2,4,7,54,81,1
662,Siswa 662,52,83,4,5,8,83,42,0
663,Siswa 663,75,72,6,7,15,99,85,1
664,Siswa 664,91,85,3,2,10,49,60,1
665,Siswa 665,72,83,5,0,12,92,72,1
666,Siswa 666,79,78,6,5,11,71,68,1
667,Siswa 667,88,83,3,1,13,76,46,1
668,Siswa 668,52,84,7,6,3,58,50,1
669,Siswa 669,43,93,2,0,5,83,49,1
670,Siswa 670,51,88,4,5,3,85,85,1
671,Siswa 671,98,87,5,8,0,49,76,0
672,Siswa 672,94,84,6,1,9,83,84,0
673,Siswa 673,69,93,4,3,0,95,70,0
674,Siswa 674,100,74,8,7,11,51,72,1
675,Siswa 675,99,90,8,1,1,71,41,0
676,Siswa 676,100,79,7,3,11,67,100,0
677,Siswa 677,97,87,2,2,9,55,44,1
678,Siswa 678,70,87,2,4,7,47,47,1
679,Siswa 679,76,76,5,4,15,68,96,1
680,Siswa 680,81,86,1,2,11,96,90,1
681,Siswa 681,61,82,3,6,9,82,41,1
682,Siswa 682,65,89,7,4,0,51,78,1
683,Siswa 683,49,76,3,6,15,55,51,1
684,Siswa 684,40,72,8,5,15,94,41,1
685,Siswa 685,40,90,1,5,4,70,71,1
686,Siswa 686,86,81,8,1,10,62,85,0
687,Siswa 687,47,93,1,4,2,69,46,1
688,Siswa 688,77,86,0,1,13,57,54,1
689,Siswa 689,99,83,7,5,5,93,73,0
690,Siswa 690,97,82,0,3,15,87,69,1
691,Siswa 691,52,78,6,5,11,58,50,1
692,Siswa 692,40,79,2,4,15,57,51,1
693,Siswa 693,75,91,1,2,6,91,46,1
694,Siswa 694,69,85,6,2,7,53,87,1
695,Siswa 695,64,78,8,4,10,62,76,1
696,Siswa 696,91,76,5,6,13,52,69,1
697,Siswa 697,57,76,6,7,11,68,47,1
698,Siswa 698,52,73,7,8,12,75,67,1
699,Siswa 699,66,88,7,5,0,57,61,1
700,Siswa 700,60,96,2,0,2,66,70,0
701,Siswa 701,69,82,5,0,13,94,54,1
702,Siswa 702,60,90,0,7,3,74,65,0
703,Siswa 703,97,70,8,8,14,84,86,1
704,Siswa 704,40,74,3,8,15,100,61,1
705,Siswa 705,64,76,6,5,13,61,57,1
706,Siswa 706,77,85,4,7,4,57,57,1
707,Siswa 707,59,81,0,7,12,81,42,1
708,Siswa 708,47,91,7,2,0,42,69,1
709,Siswa 709,76,77,8,7,8,99,54,1
710,Siswa 710,84,88,1,5,6,82,43,1
711,Siswa 711,63,85,6,3,6,59,48,1
712,Siswa 712,84,86,1,2,11,50,59,1
713,Siswa 713,46,74,7,4,15,98,90,1
714,Siswa 714,84,81,5,7,7,55,90,1
715,Siswa 715,54,82,5,1,12,68,87,1
716,Siswa 716,96,82,8,3,7,68,98,0
717,Siswa 717,80,97,3,0,0,46,51,1
718,Siswa 718,96,75,8,7,10,52,89,1
719,Siswa 719,42,76,6,7,11,42,91,1
720,Siswa 720,52,77,2,6,15,71,47,1
721,Siswa 721,48,83,6,1,10,73,77,1
722,Siswa 722,96,81,7,4,8,94,80,0
723,Siswa 723,72,87,3,5,5,48,87,0
724,Siswa 724,54,83,1,5,11,65,45,1
725,Siswa 725,42,96,3,0,1,58,84,1
726,Siswa 726,42,88,1,1,10,82,64,0
727,Siswa 727,82,84,5,8,3,84,80,0
728,Siswa 728,50,87,0,3,10,76,45,1
729,Siswa 729,50,86,1,1,12,99,66,1
730,Siswa 730,49,84,8,1,7,50,45,1
731,Siswa 731,50,91,8,0,1,70,75,1
732,Siswa 732,83,91,3,5,1,86,44,0
733,Siswa 733,66,87,8,5,0,51,95,1
734,Siswa 734,57,75,7,8,10,91,72,1
735,Siswa 735,91,86,3,0,11,70,96,1
736,Siswa 736,84,70,8,8,14,47,63,1
737,Siswa 737,85,89,1,1,9,60,81,0
738,Siswa 738,82,80,0,5,15,50,73,1
739,Siswa 739,89,96,3,1,0,81,49,0
740,Siswa 740,73,85,1,2,12,55,50,1
741,Siswa 741,58,88,2,1,9,44,47,1
742,Siswa 742,99,85,8,4,3,96,69,0
743,Siswa 743,83,89,5,5,1,78,44,0
744,Siswa 744,79,87,8,5,0,62,86,0
745,Siswa 745,87,75,4,7,14,50,68,1
746,Siswa 746,86,84,3,4,9,53,88,1
747,Siswa 747,54,80,6,5,9,53,42,0
748,Siswa 748,49,79,6,2,13,71,86,1
749,Siswa 749,82,83,3,2,12,59,44,1
750,Siswa 750,68,74,4,7,15,99,40,1
751,Siswa 751,93,87,3,8,2,61,81,0
752,Siswa 752,98,92,4,0,4,98,92,0
753,Siswa 753,73,94,4,2,0,42,61,0
754,Siswa 754,45,85,2,0,13,94,47,1
755,Siswa 755,78,77,5,8,10,71,67,1
756,Siswa 756,100,87,5,5,3,95,64,0
757,Siswa 757,89,84,3,7,6,41,99,1
758,Siswa 758,52,91,1,1,7,41,50,1
759,Siswa 759,53,94,0,4,2,80,43,1
760,Siswa 760,97,82,2,2,14,80,74,1
761,Siswa 761,82,91,2,4,3,75,69,0
762,Siswa 762,40,91,0,8,1,44,54,1
763,Siswa 763,55,82,2,4,12,49,67,1
764,Siswa 764,46,90,4,4,2,98,86,1
765,Siswa 765,52,79,5,2,14,74,42,1
766,Siswa 766,95,92,3,4,1,41,85,0
767,Siswa 767,97,90,4,3,3,80,75,0
768,Siswa 768,89,93,4,2,1,92,67,0
769,Siswa 769,46,80,6,2,12,58,67,1
770,Siswa 770,88,86,3,1,10,99,80,0
771,Siswa 771,66,92,7,1,0,82,79,0
772,Siswa 772,94,80,6,0,14,98,73,1
773,Siswa 773,55,91,4,5,0,72,95,1
774,Siswa 774,79,87,7,5,1,70,49,0
775,Siswa 775,66,88,4,6,2,53,92,1
776,Siswa 776,84,86,2,7,5,69,58,0
777,Siswa 777,40,87,2,2,9,64,64,1
778,Siswa 778,73,95,0,5,0,68,59,0
779,Siswa 779,48,80,6,1,13,76,100,1
780,Siswa 780,55,92,1,7,0,64,70,1
781,Siswa 781,98,78,3,7,12,91,96,1
782,Siswa 782,72,86,0,4,10,56,41,1
783,Siswa 783,84,84,1,5,10,75,81,0
784,Siswa 784,60,86,5,7,2,70,100,0
785,Siswa 785,69,80,4,3,13,74,83,1
786,Siswa 786,87,81,6,0,13,90,69,1
787,Siswa 787,98,76,4,5,15,98,67,1
788,Siswa 788,58,84,3,2,11,54,49,1
789,Siswa 789,71,81,1,8,10,75,57,1
790,Siswa 790,69,90,4,2,4,85,69,0
791,Siswa 791,48,88,6,4,2,93,91,1
792,Siswa 792,41,77,4,5,14,98,70,1
793,Siswa 793,83,81,7,6,6,60,64,1
794,Siswa 794,46,89,1,1,9,43,85,1
795,Siswa 795,45,92,2,6,0,88,97,1
796,Siswa 796,89,83,5,2,10,76,43,1
797,Siswa 797,61,82,6,5,7,73,45,0
798,Siswa 798,90,79,6,6,9,51,95,1
799,Siswa 799,47,89,0,6,5,63,79,1
800,Siswa 800,54,81,8,1,10,99,43,1
801,Siswa 801,73,87,7,5,1,47,96,0
802,Siswa 802,53,85,8,2,5,100,100,1
803,Siswa 803,58,77,0,8,15,80,66,1
804,Siswa 804,89,93,0,1,6,94,78,0
805,Siswa 805,84,89,3,0,8,84,43,1
806,Siswa 806,63,79,7,4,10,84,68,1
807,Siswa 807,47,88,0,3,9,48,40,1
808,Siswa 808,50,70,8,7,15,53,63,1
809,Siswa 809,60,73,8,7,12,73,47,0
810,Siswa 810,59,78,0,8,14,42,90,1
811,Siswa 811,66,81,2,8,9,76,100,1
812,Siswa 812,74,91,8,1,0,91,46,0
813,Siswa 813,80,78,5,6,11,66,66,1
814,Siswa 814,47,81,0,6,13,55,53,1
815,Siswa 815,43,79,8,5,8,74,69,1
816,Siswa 816,61,93,0,7,0,66,63,1
817,Siswa 817,99,88,7,0,5,99,84,0
818,Siswa 818,49,85,8,0,7,89,100,1
819,Siswa 819,94,77,7,8,8,60,51,0
820,Siswa 820,43,79,2,7,12,80,85,1
821,Siswa 821,48,88,1,8,3,76,88,1
822,Siswa 822,43,85,3,0,12,44,67,1
823,Siswa 823,64,91,0,1,8,84,55,1
824,Siswa 824,81,93,5,1,1,95,67,0
825,Siswa 825,49,87,5,7,1,41,98,1
826,Siswa 826,76,88,5,3,4,57,80,0
827,Siswa 827,74,93,0,2,5,86,84,0
828,Siswa 828,91,80,5,1,14,62,52,1
829,Siswa 829,99,82,0,8,10,80,81,0
830,Siswa 830,46,94,1,0,5,68,78,1
831,Siswa 831,88,78,7,6,9,93,95,0
832,Siswa 832,63,91,3,5,1,66,51,1
833,Siswa 833,78,79,8,2,11,80,69,1
834,Siswa 834,72,89,6,2,3,92,85,0
835,Siswa 835,77,80,4,1,15,65,54,1
836,Siswa 836,48,87,8,5,0,53,66,1
837,Siswa 837,72,87,1,2,10,58,42,0
838,Siswa 838,90,82,1,6,11,81,59,0
839,Siswa 839,44,78,6,4,12,97,98,1
840,Siswa 840,80,86,5,5,4,63,80,0
841,Siswa 841,71,83,8,6,3,83,46,0
842,Siswa 842,53,81,8,4,7,56,82,1
843,Siswa 843,41,88,3,2,7,71,65,1
844,Siswa 844,62,83,1,8,8,97,68,1
845,Siswa 845,77,95,0,3,2,40,82,0
846,Siswa 846,99,83,5,6,6,79,53,1
847,Siswa 847,88,84,2,3,11,53,46,1
848,Siswa 848,100,94,3,1,2,70,94,0
849,Siswa 849,100,82,4,1,13,62,47,1
850,Siswa 850,92,88,5,0,7,65,48,1
851,Siswa 851,90,80,6,3,11,64,91,1
852,Siswa 852,51,91,7,0,2,68,43,1
853,Siswa 853,73,87,4,8,1,48,75,0
854,Siswa 854,41,84,6,2,8,68,52,1
855,Siswa 855,58,79,7,5,9,54,62,1
856,Siswa 856,55,74,5,8,13,84,98,1
857,Siswa 857,73,75,7,6,12,49,99,1
858,Siswa 858,77,91,1,7,1,99,50,0
859,Siswa 859,93,88,2,2,8,76,55,1
860,Siswa 860,41,90,2,6,2,46,59,1
861,Siswa 861,98,92,1,4,3,76,74,1
862,Siswa 862,85,97,1,2,0,96,74,0
863,Siswa 863,87,76,6,3,15,59,45,1
864,Siswa 864,79,89,5,2,4,42,97,0
865,Siswa 865,62,98,0,2,0,81,55,1
866,Siswa 866,85,88,0,0,12,63,95,1
867,Siswa 867,88,92,0,0,8,63,51,1
868,Siswa 868,90,83,5,7,5,80,60,0
869,Siswa 869,100,84,7,5,4,75,72,0
870,Siswa 870,94,83,3,7,7,43,97,1
871,Siswa 871,47,83,8,4,5,86,47,1
872,Siswa 872,65,89,1,0,10,62,43,1
873,Siswa 873,84,78,4,5,13,49,74,1
874,Siswa 874,71,76,6,4,14,48,54,1
875,Siswa 875,41,84,4,3,9,90,63,1
876,Siswa 876,53,82,8,3,7,61,41,0
877,Siswa 877,63,77,3,7,13,80,72,0
878,Siswa 878,74,78,5,5,12,99,45,1
879,Siswa 879,41,87,0,3,10,85,89,1
880,Siswa 880,67,80,0,7,13,57,63,1
881,Siswa 881,43,95,0,5,0,78,54,1
882,Siswa 882,51,92,6,1,1,68,50,1
883,Siswa 883,50,74,7,5,14,64,41,1
884,Siswa 884,99,73,4,8,15,56,43,1
885,Siswa 885,71,87,1,5,7,99,52,1
886,Siswa 886,76,86,0,8,6,82,92,0
887,Siswa 887,93,91,1,0,8,80,48,1
888,Siswa 888,49,90,1,8,1,51,83,1
889,Siswa 889,43,75,7,3,15,100,64,1
890,Siswa 890,66,82,8,0,10,74,81,1
891,Siswa 891,79,98,0,0,2,78,78,0
892,Siswa 892,79,90,8,1,1,86,66,0
893,Siswa 893,47,82,7,4,7,97,96,1
894,Siswa 894,81,91,4,1,4,81,78,0
895,Siswa 895,69,81,6,3,10,54,98,1
896,Siswa 896,61,83,1,6,10,99,40,1
897,Siswa 897,45,90,4,5,1,100,52,1
898,Siswa 898,79,75,6,6,13,80,54,1
899,Siswa 899,79,73,8,7,12,50,82,1
900,Siswa 900,98,80,6,5,9,42,79,1
901,Siswa 901,92,79,1,6,14,48,84,1
902,Siswa 902,85,84,7,6,3,72,70,0
903,Siswa 903,48,80,5,1,14,57,83,1
904,Siswa 904,43,87,1,6,6,52,65,1
905,Siswa 905,43,70,8,8,14,72,56,1
906,Siswa 906,73,83,3,5,9,57,90,1
907,Siswa 907,63,92,5,0,3,94,74,0
908,Siswa 908,92,75,7,7,11,51,47,1
909,Siswa 909,49,87,5,2,6,68,94,0
910,Siswa 910,70,73,7,7,13,78,58,1
911,Siswa 911,47,80,0,6,14,96,82,1
912,Siswa 912,86,88,7,2,3,61,55,0
913,Siswa 913,65,82,8,3,7,76,51,1
914,Siswa 914,84,97,0,3,0,70,43,0
915,Siswa 915,95,84,0,7,9,56,67,1
916,Siswa 916,56,88,0,3,9,44,72,1
917,Siswa 917,44,78,8,2,12,62,100,1
918,Siswa 918,79,77,7,7,9,97,45,1
919,Siswa 919,58,86,4,8,2,54,56,1
920,Siswa 920,61,79,5,6,10,77,66,1
921,Siswa 921,65,86,5,8,1,51,95,1
922,Siswa 922,83,74,5,6,15,80,64,1
923,Siswa 923,84,75,6,7,12,41,60,0
924,Siswa 924,48,93,2,4,1,94,69,1
925,Siswa 925,60,87,3,1,9,89,99,1
926,Siswa 926,61,81,6,8,5,66,86,0
927,Siswa 927,78,82,6,0,12,77,69,1
928,Siswa 928,68,82,2,7,9,100,100,1
929,Siswa 929,75,92,1,3,4,92,60,0
930,Siswa 930,51,95,2,2,1,76,57,1
931,Siswa 931,84,88,2,6,4,60,87,0
932,Siswa 932,50,93,2,1,4,52,78,1
933,Siswa 933,75,79,0,8,13,63,92,1
934,Siswa 934,52,89,0,5,6,77,59,1
935,Siswa 935,70,73,7,5,15,98,72,1
936,Siswa 936,47,91,2,2,5,66,50,1
937,Siswa 937,40,89,4,2,5,88,55,1
938,Siswa 938,82,92,2,2,4,79,65,0
939,Siswa 939,100,90,8,2,0,70,88,0
940,Siswa 940,55,85,7,8,0,92,84,1
941,Siswa 941,89,85,3,0,12,59,71,1
942,Siswa 942,88,88,4,4,4,40,57,1
943,Siswa 943,90,81,5,1,13,50,83,1
944,Siswa 944,91,89,5,0,6,84,41,1
945,Siswa 945,49,85,7,7,1,58,76,1
946,Siswa 946,91,74,6,6,14,56,65,1
947,Siswa 947,85,80,8,2,10,77,54,1
948,Siswa 948,71,86,7,5,2,40,85,0
949,Siswa 949,86,83,8,7,2,70,48,0
950,Siswa 950,61,91,2,4,3,69,82,0
951,Siswa 951,84,80,7,5,8,64,73,0
952,Siswa 952,48,90,2,6,2,85,40,1
953,Siswa 953,79,99,0,0,1,57,71,0
954,Siswa 954,44,85,3,6,6,78,65,1
955,Siswa 955,93,81,7,7,5,64,95,0
956,Siswa 956,73,83,2,0,15,56,79,0
957,Siswa 957,64,87,1,4,8,80,54,1
958,Siswa 958,67,80,2,6,12,83,89,1
959,Siswa 959,77,91,8,1,0,91,48,0
960,Siswa 960,45,85,3,3,9,96,63,1
961,Siswa 961,47,83,8,7,2,62,94,1
962,Siswa 962,53,88,2,8,2,54,63,1
963,Siswa 963,52,73,8,7,12,61,95,1
964,Siswa 964,68,87,8,1,4,84,77,0
965,Siswa 965,70,78,4,7,11,65,61,1
966,Siswa 966,99,81,6,1,12,47,40,1
967,Siswa 967,97,93,6,0,1,69,80,0
968,Siswa 968,57,90,6,2,2,96,44,1
969,Siswa 969,64,77,4,6,13,71,92,1
970,Siswa 970,98,86,8,5,1,74,69,0
971,Siswa 971,67,82,8,8,2,94,80,1
972,Siswa 972,90,86,0,3,11,55,62,1
973,Siswa 973,86,97,0,1,2,94,96,0
974,Siswa 974,71,86,1,5,8,97,76,0
975,Siswa 975,74,87,4,7,2,71,76,0
976,Siswa 976,52,84,5,5,6,60,88,1
977,Siswa 977,66,77,2,7,14,73,100,1
978,Siswa 978,56,92,3,4,1,88,90,1
979,Siswa 979,73,82,6,0,12,45,76,1
980,Siswa 980,42,85,4,8,3,95,51,1
981,Siswa 981,99,80,6,5,9,75,53,1
982,Siswa 982,61,91,0,6,3,71,41,1
983,Siswa 983,91,85,0,7,8,84,97,0
984,Siswa 984,42,78,6,7,9,47,80,0
985,Siswa 985,97,79,7,2,12,98,96,1
986,Siswa 986,48,86,1,0,13,44,85,1
987,Siswa 987,95,82,4,2,12,89,54,1
988,Siswa 988,96,83,4,3,10,57,83,1
989,Siswa 989,51,77,2,7,14,94,61,1
990,Siswa 990,50,75,8,3,14,81,89,1
991,Siswa 991,54,84,0,8,8,100,65,1
992,Siswa 992,49,80,3,3,14,80,61,1
993,Siswa 993,72,77,5,5,13,55,95,1
994,Siswa 994,86,83,1,5,11,69,41,1
995,Siswa 995,45,85,8,1,6,83,75,1
996,Siswa 996,47,85,1,7,7,98,75,1
997,Siswa 997,44,76,5,4,15,43,85,1
998,Siswa 998,80,90,1,4,5,80,71,0
999,Siswa 999,50,92,0,2,6,76,84,1
1000,Siswa 1000,42,81,3,3,13,76,79,1
1001,Siswa 1001,87,91,2,7,0,41,96,0
1002,Siswa 1002,47,94,2,4,0,77,59,1
1003,Siswa 1003,91,77,6,7,10,46,78,1
1004,Siswa 1004,40,93,2,2,3,75,96,1
1005,Siswa 1005,100,80,7,7,6,65,81,0
1006,Siswa 1006,84,88,8,2,2,89,86,0
1007,Siswa 1007,65,87,4,5,4,76,40,1
1008,Siswa 1008,90,85,2,0,13,56,90,1
1009,Siswa 1009,53,89,8,0,3,81,76,1
1010,Siswa 1010,86,77,5,7,11,85,94,1
1011,Siswa 1011,40,88,5,6,1,92,92,1
1012,Siswa 1012,54,87,4,1,8,55,42,1
1013,Siswa 1013,62,93,1,6,0,70,60,0
1014,Siswa 1014,68,83,7,5,5,76,100,0
1015,Siswa 1015,79,72,7,8,13,79,59,1
1016,Siswa 1016,100,82,5,6,7,65,86,0
1017,Siswa 1017,70,79,3,8,10,63,68,1
1018,Siswa 1018,77,78,0,7,15,63,51,1
1019,Siswa 1019,65,78,1,6,15,85,83,1
1020,Siswa 1020,84,88,1,0,11,89,77,1
1021,Siswa 1021,68,89,3,3,5,61,60,1
1022,Siswa 1022,76,87,7,0,6,64,61,1
1023,Siswa 1023,58,78,7,3,12,42,69,1
1024,Siswa 1024,42,76,5,5,14,45,92,1
1025,Siswa 1025,62,86,1,5,8,44,73,1
1026,Siswa 1026,95,82,7,1,10,57,79,1
1027,Siswa 1027,43,91,7,2,0,80,61,1
1028,Siswa 1028,64,88,3,7,2,57,89,1
1029,Siswa 1029,85,90,2,8,0,82,86,0
1030,Siswa 1030,52,88,1,3,8,69,97,1
1031,Siswa 1031,79,93,0,1,6,84,82,0
1032,Siswa 1032,86,77,6,2,15,47,41,1
1033,Siswa 1033,100,78,2,8,12,59,75,1
1034,Siswa 1034,71,85,6,7,2,88,75,0
1035,Siswa 1035,52,78,2,8,12,97,57,1
1036,Siswa 1036,80,75,8,7,10,58,93,1
1037,Siswa 1037,71,91,1,1,7,88,92,0
1038,Siswa 1038,94,82,6,1,11,64,61,1
1039,Siswa 1039,66,86,6,2,6,84,63,1
1040,Siswa 1040,57,84,3,3,10,78,73,1
1041,Siswa 1041,61,76,8,2,14,99,94,1
1042,Siswa 1042,76,81,3,6,10,59,46,1
1043,Siswa 1043,41,82,4,8,6,49,73,1
1044,Siswa 1044,91,86,1,4,9,97,73,0
1045,Siswa 1045,57,77,8,4,11,56,87,1
1046,Siswa 1046,44,86,2,4,8,67,59,1
1047,Siswa 1047,78,83,1,6,10,41,57,1
1048,Siswa 1048,55,83,5,7,5,60,70,1
1049,Siswa 1049,67,87,4,7,2,41,51,1
1050,Siswa 1050,82,75,3,7,15,73,47,1
1051,Siswa 1051,60,91,1,7,1,65,49,1
1052,Siswa 1052,76,82,4,7,7,43,81,1
1053,Siswa 1053,61,76,8,5,11,48,85,1
1054,Siswa 1054,78,82,8,4,6,70,41,1
1055,Siswa 1055,53,85,5,7,3,46,78,1
1056,Siswa 1056,88,91,1,8,0,78,43,0
1057,Siswa 1057,70,79,5,8,8,69,48,1
1058,Siswa 1058,40,92,6,2,0,93,80,0
1059,Siswa 1059,79,84,6,0,10,59,73,1
1060,Siswa 1060,66,80,3,7,10,46,89,1
1061,Siswa 1061,87,82,6,3,9,93,74,0
1062,Siswa 1062,78,89,1,3,7,47,87,1
1063,Siswa 1063,41,76,3,8,13,41,61,1
1064,Siswa 1064,42,83,7,5,5,97,71,1
1065,Siswa 1065,44,90,6,2,2,57,61,1
1066,Siswa 1066,49,84,4,0,12,41,57,1
1067,Siswa 1067,41,91,0,0,9,65,77,1
1068,Siswa 1068,89,85,6,4,5,65,57,0
1069,Siswa 1069,93,89,4,5,2,53,79,0
1070,Siswa 1070,76,86,0,2,12,80,58,1
1071,Siswa 1071,54,80,7,3,10,61,63,0
1072,Siswa 1072,87,89,3,2,6,56,93,1
1073,Siswa 1073,40,96,1,3,0,98,77,1
1074,Siswa 1074,83,88,1,2,9,52,87,1
1075,Siswa 1075,52,88,4,4,4,45,50,1
1076,Siswa 1076,68,78,4,4,14,92,44,1
1077,Siswa 1077,59,87,1,4,8,90,98,1
1078,Siswa 1078,77,75,5,8,12,87,64,1
1079,Siswa 1079,56,73,7,7,13,59,50,1
1080,Siswa 1080,98,89,2,5,4,61,87,0
1081,Siswa 1081,75,85,6,0,9,81,47,1
1082,Siswa 1082,74,99,0,0,1,58,69,0
1083,Siswa 1083,40,76,3,8,13,51,76,1
1084,Siswa 1084,56,92,4,1,3,78,84,1
1085,Siswa 1085,88,73,5,8,14,47,87,1
1086,Siswa 1086,64,92,3,4,1,85,50,1
1087,Siswa 1087,66,85,1,4,10,61,97,1
1088,Siswa 1088,94,76,8,6,10,47,53,1
1089,Siswa 1089,93,88,1,7,4,45,81,0
1090,Siswa 1090,41,88,8,4,0,53,61,1
1091,Siswa 1091,66,79,5,7,9,75,99,1
1092,Siswa 1092,92,79,5,4,12,88,65,1
1093,Siswa 1093,99,79,6,7,8,72,60,1
1094,Siswa 1094,73,82,7,6,5,67,88,0
1095,Siswa 1095,74,79,0,8,13,82,44,1
1096,Siswa 1096,48,90,0,6,4,64,61,1
1097,Siswa 1097,81,76,8,7,9,78,55,1
1098,Siswa 1098,94,97,2,1,0,95,41,0
1099,Siswa 1099,45,82,3,3,12,42,95,1
1100,Siswa 1100,91,84,2,3,11,60,49,0
1101,Siswa 1101,90,81,3,4,12,73,59,1
1102,Siswa 1102,56,86,0,4,10,58,78,1
1103,Siswa 1103,48,79,6,8,7,84,43,1
1104,Siswa 1104,87,95,0,4,1,99,55,0
